station_id,latitude,longitude,temp_c,dewpoint_c,wind_dir_degrees,wind_speed_kt,altim_in_hg
TXKF,32.364,-64.679,29,24,140,11,30.38
TNCE,17.497,-62.979,31,26,80,13,30.03
TNCB,12.133,-68.277,33,25,90,19,29.91
RODN,26.356,127.768,29,26.4,190,7,29.70
RKJK,35.9,126.618,24,22,0,0,29.61
RJTY,35.749,139.349,23,21.1,270,5,29.73
PWAK,19.287,166.623,27.4,24,80,9,29.88
PHSF,19.758,-155.557,24.2,-0.2,120,16,30.40
PGUA,13.583,144.918,26.5,25.2,70,6,29.78
PALU,68.873,-166.101,12.3,12.1,110,3,29.76
PAIM,65.994,-153.695,16,11,110,9,29.81
PAFB,64.836,-147.614,21.2,10.1,90,4,29.80
PAED,61.25,-149.837,15.3,7.1,10,8,29.89
PACZ,61.776,-166.043,8.2,7.4,30,14,29.43
OTBH,25.117,51.315,35.4,22.3,180,6,29.32
OPFA,31.365,72.995,25,22,360,4,29.44
OKAS,29.347,47.521,42.6,4.5,310,14,29.41
OEPS,24.063,47.581,39.4,0,0,0,29.61
LIVT,45.677,13.754,29,21,VRB,1,29.76
LIVR,46.298,11.787,12,8,160,12,30.12
LIVP,46.143,11.038,11,10,230,15,30.12
LIVM,44.441,12.296,33,24,VRB,3,29.76
LIVF,43.517,12.728,31,13,240,3,29.85
LIVE,46.833,10.5,15,13,120,3,30.00
LIVD,46.729,12.228,16,15,VRB,2,30.03
LIVC,44.194,10.7,15,8,360,5,30.21
LIRY,-99.99,-99.99,33,14,VRB,3,29.85
LIRX,42.731,10.396,22,20,150,5,29.88
LIRT,41.047,15.233,23,15,270,10,30.03
LIRS,42.76,11.072,26,24,210,4,29.82
LIRM,41.061,14.082,27,25,210,4,29.85
LIRK,42.466,12.979,19,11,290,9,30.38
LIRE,41.656,12.449,27,20,250,2,29.85
LIQO,42.387,11.17,24,9,130,10,29.94
LIQC,40.558,14.201,27,25,0,0,29.91
LIPS,45.689,12.101,25,21,80,4,29.79
LIPL,45.432,10.268,27,22,60,5,29.76
LIPI,45.979,13.049,25,22,330,3,29.79
LIPC,44.224,12.307,30,23,120,5,29.76
LIPA,46.03,12.599,24,22,290,2,29.79
LIMY,44.258,7.794,22,17,110,10,29.85
LIMK,45.033,7.731,19,17,270,5,29.85
LIMH,45.935,7.707,,,,,
LIED,39.354,8.973,30,10,VRB,5,29.82
LIEB,39.931,9.713,27,22,50,10,29.82
LICZ,37.406,14.919,32,20,90,4,29.88
LICT,37.911,12.488,26,20,0,0,29.88
LIBV,40.766,16.935,30,16,170,6,29.88
LIBQ,39.331,16.396,22,4,210,5,30.18
LIBN,40.238,18.138,29,23,VRB,3,29.82
LIBA,41.538,15.714,29,22,60,8,29.82
KXNO,33.612,-81.07,32.9,20.7,300,4,30.01
KXMR,28.4674,-80.5589,33.6,22.3,140,10,30.02
KXIF,-99.99,-99.99,23,20.1,0,0,30.18
KWRB,32.639,-83.593,34.9,15.2,0,0,30.04
KVPS,30.483,-86.526,34.6,22.9,210,10,30.07
KVBG,34.733,-120.583,18.3,15.2,280,7,29.92
KVAD,30.979,-83.192,34.7,19.5,290,5,30.04
KTTS,28.5987,-80.6815,33.9,20.6,220,5,30.03
KTIK,35.415,-97.386,33.7,19.7,200,17,30.01
KTDR,30.038,-85.528,33.2,24.3,260,9,30.02
KTCM,47.149,-122.475,23.1,12.1,0,0,30.09
KTBN,37.7445,-92.1447,27.5,20.5,210,8,30.11
KT70,29.117,-100.473,32.4,20.9,180,10,30.05
KSZL,38.736,-93.55,30.9,21.6,180,10,30.05
KSXS,31.364,-85.846,34.4,18.4,10,7,30.06
KSUU,38.25,-121.938,35.7,12,250,9,29.79
KSLI,33.796,-118.042,23.1,18.2,210,7,29.85
KSKF,29.392,-98.581,31.5,22.5,110,10,30.04
KSKA,47.612,-117.679,30,8,240,5,30.04
KSHM,38.8,-104.52,33.7,0.3,0,0,30.16
KSCK,37.89,-121.226,37.2,13.9,300,8,29.79
KRYM,46.0878,-94.353,29.3,16.5,160,15,30.01
KRNV,33.762,-90.759,32.5,22.2,VRB,3,30.10
KRNO,39.5077,-119.768,36.7,-6.1,320,7,30.14
KRND,29.537,-98.268,27.5,22,140,13,30.06
KRIV,33.878,-117.244,32.2,13.9,0,0,29.90
KRDR,47.9477,-97.4029,31.2,18.5,130,17,29.87
KRCA,44.155,-103.118,36.3,3.5,320,4,29.94
KQTZ,-99.99,-99.99,40,10,300,5,29.46
KQRH,-99.99,-99.99,36.7,21.8,VRB,4,29.54
KQOA,-99.99,-99.99,29.1,17.8,60,2,30.06
KQHY,-99.99,-99.99,31.7,25,250,6,30.08
KQDG,-99.99,-99.99,19.8,18.6,320,7,29.67
KQBL,-99.99,-99.99,32.1,24.8,VRB,5,30.09
KPSM,43.0677,-70.8127,32.5,20,210,11,30.10
KPOE,31.047,-93.194,31.3,23.9,80,3,30.09
KPHP,44.051,-101.601,36.1,14.4,90,3,29.88
KPAM,30.071,-85.577,33.8,22.2,260,11,30.06
KP58,44.0217,-82.7929,22.8,17.8,100,11,30.13
KOFF,41.122,-95.91,29.7,22.4,120,9,29.98
KNTD,34.124,-119.123,18.9,17.2,220,5,29.90
KNKX,32.865,-117.137,25,17.2,VRB,3,29.89
KNBG,29.837,-90.024,32.2,25.6,0,0,30.09
KMXF,32.3877,-86.3724,34.2,15.6,50,5,30.06
KMUO,43.03,-115.859,36.3,-1.6,330,5,29.98
KMUI,40.4381,-76.5643,24.8,19.4,100,3,30.15
KMMT,33.922,-80.802,32.9,22.3,320,4,30.01
KMKG,43.1711,-86.2368,28.3,18.3,290,7,30.12
KMIB,48.4062,-101.341,30.4,22,120,10,29.84
KMGE,33.9189,-84.5266,33.1,14.6,50,4,30.07
KMER,37.392,-120.577,38,13,300,5,29.79
KMCF,27.8598,-82.5133,26.8,23.8,190,8,30.07
KLUF,33.538,-112.38,40.7,9.9,120,6,29.84
KLTS,34.666,-99.27,38.2,14,170,13,30.01
KLSV,36.236,-115.034,41.7,6.5,110,11,29.82
KLSF,32.3239,-84.9826,34.2,17,0,0,30.04
KLRF,34.92,-92.131,32.5,20,0,0,30.08
KLOR,31.36,-85.749,33.7,20.1,320,5,30.07
KLLJ,44.523,-114.216,31.7,4.4,40,3,30.11
KLIC,39.2733,-103.667,34.4,7.8,VRB,3,30.11
KLHW,31.8872,-81.5625,32.7,22.4,320,6,29.99
KLGF,32.868,-114.393,41.2,15.2,160,5,29.79
KLCK,39.83,-82.919,31.2,17.6,230,3,30.11
KIWA,33.3008,-111.644,40,11,180,4,29.90
KIRK,40.0966,-92.5469,28.9,22.2,160,9,30.09
KINS,36.586,-115.69,40,-6.8,140,6,29.94
KIAB,37.622,-97.268,36,19,200,12,29.97
KHRT,30.428,-86.69,32.6,23.2,220,9,30.06
KHOP,36.672,-87.495,31.3,20.8,210,3,30.09
KHON,44.3792,-98.2227,29.4,21.1,180,17,29.92
KHMN,32.852,-106.108,33.7,4.4,230,8,30.19
KHLR,31.1361,-97.7149,33.6,20.7,130,11,30.07
KHFF,35.0424,-79.4973,27.4,24,180,6,30.06
KHEY,31.348,-85.655,34.3,18.7,330,5,30.04
KGXF,32.885,-112.721,41.7,13.3,340,6,29.85
KGXA,34.565,-117.669,39.7,4,VRB,6,29.93
KGUS,40.6375,-86.1631,27.8,20.8,0,0,30.10
KGUR,42.261,-104.732,33.7,8.3,240,5,30.07
KGTB,44.0617,-75.7218,26,19.8,250,3,30.12
KGRK,31.0779,-97.8323,34.1,19.7,150,11,30.08
KGRF,47.079,-122.58,23.3,12,280,6,30.07
KGPI,48.3041,-114.264,28.9,6.7,190,4,30.04
KGPH,39.3248,-94.3082,30,19,120,6,30.04
KGOV,44.681,-84.727,27.1,13.4,0,0,30.13
KGFA,47.505,-111.187,26.4,12.4,330,7,30.09
KFRI,39.0568,-96.7617,32.5,22.8,120,8,29.95
KFFO,39.837,-84.035,28.2,21.5,40,9,30.11
KFEW,41.141,-104.869,34.4,2,360,10,30.19
KFCS,38.6756,-104.751,35.2,-4,200,9,30.12
KFAF,37.134,-76.61,25,24,120,6,30.15
KEND,36.338,-97.919,36.7,17.3,190,18,29.95
KEGI,30.653,-86.525,35.4,18.9,330,3,30.07
KEDW,34.908,-117.874,41.1,-1.6,230,10,29.87
KEAT,47.3975,-120.201,30.6,10,250,5,29.97
KDYS,32.406,-99.85,35.3,13.4,140,12,30.07
KDOV,39.13,-75.465,25.7,23.5,200,5,30.13
KDMA,32.165,-110.887,37,8.7,300,6,29.97
KDLH,46.8435,-92.1866,27.8,16.7,220,10,30.06
KCWN,38.748,-104.847,32.5,0.5,130,10,30.23
KCOF,28.242,-80.608,32,25,140,12,30.04
KCNK,39.5513,-97.6508,34.4,21.7,110,7,29.96
KCMY,43.9581,-90.7398,29.4,17.2,0,0,30.08
KCMA,34.2114,-119.088,22.8,18.9,230,5,29.88
KCIC,39.7988,-121.858,37,14,240,7,29.81
KCEF,42.201,-72.525,30.2,21,190,10,30.12
KCBM,33.6519,-88.4567,35.6,15.3,40,4,30.04
KCAO,36.4483,-103.154,35,5,210,15,30.17
KBLV,38.54,-89.845,29.7,24.1,0,0,30.07
KBKT,37.082,-77.953,24.2,23.5,40,7,30.13
KBIX,30.415,-88.922,29.1,23.5,0,0,30.07
KBIF,31.861,-106.369,32.6,4,100,14,30.19
KBAD,32.488,-93.658,32.7,21.5,140,6,30.08
KBAB,39.145,-121.436,37.1,13.1,300,7,29.78
KAST,46.157,-123.883,16.7,12.2,300,6,30.14
KANJ,46.48,-84.3581,27.8,16.1,,,30.08
KABH,38.7587,-104.299,36,-5.2,350,9,30.18
KAAT,41.4836,-120.561,34.4,2.2,VRB,3,30.12
K9L2,34.996,-117.857,41.6,3.8,200,7,29.88
K4MR,34.29,-103.791,33.7,6.8,210,4,30.15
K1YT,46.668,-120.457,32.6,6.7,270,6,29.94
K1OW,40.885,-103.999,32.5,5.9,20,8,30.22
K1ON,48.82,-101.28,28.9,22.1,110,11,29.85
K1OM,47.328,-108.927,29,9.6,310,16,30.00
K1NW,40.632,-103.836,34.7,4.2,20,5,30.04
K1NN,48.76,-101.59,28.6,22.3,90,7,
K1NM,47.059,-109.031,30,4.6,320,10,30.01
K1MW,40.704,-103.477,35.4,4.8,200,3,30.01
K1MN,48.67,-101.88,28.3,22.7,110,7,29.85
K1MM,47.014,-109.63,28.6,6.6,310,14,30.06
K1LN,48.79,-102.27,27.4,22.5,110,8,29.86
K1LM,46.694,-109.74,26.8,6.2,350,17,30.09
K1KW,41.137,-103.488,31.9,8.8,140,8,30.05
K1KM,46.444,-109.801,29.9,3.8,20,12,30.06
K1JW,40.961,-103.199,32.1,11.8,120,6,30.04
K1JN,48.41,-101.89,27.6,21.8,90,6,
K1JM,47.751,-111.547,26.9,11.4,320,18,30.08
K1IW,41.046,-102.865,33.7,10.3,130,12,30.02
K1IN,48.34,-102.3,28.5,22.2,80,7,29.86
K1IM,47.312,-111.473,26.5,13.9,360,7,30.06
K1HW,41.325,-102.83,33.9,11.1,130,14,30.01
K1HN,47.97,-102.22,29.2,22.4,110,5,29.85
K1HM,47.698,-111.943,27.3,10.5,220,14,30.08
K1GM,47.325,-112.093,26.8,9.2,30,8,30.09
K1FW,41.364,-103.489,31.5,11.3,40,5,30.07
K1FN,47.9,-101.67,,,120,5,
K1FM,47.605,-112.311,26.7,10.8,360,18,30.11
K1EW,41.103,-103.983,32.2,5.6,340,9,30.09
K1EN,47.75,-101.67,,,140,5,
K1EM,47.454,-109.416,26.3,13.7,290,14,30.04
K1DN,47.8,-101.3,29.4,21.6,190,5,29.87
K1DM,47.376,-109.814,27.1,14.5,310,15,30.04
K1CW,41.581,-103.573,32.7,11.2,110,4,30.08
K1CN,47.71,-101.01,29.9,22.3,200,4,29.88
K1CM,47.096,-110.164,26.3,13.1,310,18,30.09
K1BM,47.285,-110.359,26,14.1,280,17,30.09
K1AW,41.329,-104.265,30.8,7.9,360,8,30.15
K1AM,47.281,-110.801,25.1,14.2,300,9,30.09
K0S9,48.0554,-122.812,23,12,VRB,6,30.08
FJDG,-7.313,72.411,25.6,24.7,160,18,29.84
ETOU,50.048,8.329,18.4,12.4,320,7,29.84
ETIK,49.472,10.39,20.8,18.7,240,7,29.80
ETIH,49.216,11.839,17.6,16.4,200,3,29.85
ETIC,49.696,11.941,19.8,18.6,140,4,29.79
ETEB,49.308,10.639,18.7,17.4,210,4,29.82
ETAR,49.437,7.6,19.2,13.6,280,13,29.85
ETAD,49.979,6.698,15.3,10.9,300,6,29.88
EGVA,51.682,-1.79,17,7.6,30,4,29.99
EGUL,52.409,0.561,11.7,9.1,310,6,29.98
PKMR,7.09,171.383,28.7,25.1,70,5,29.72
PHOG,20.8887,-156.435,27.8,21.1,30,21,30.06
PHMK,21.1545,-157.096,27.2,21.1,60,12,30.08
PGUM,13.4796,144.796,27.2,25,100,4,29.78
PGSN,15.116,145.72,28.3,25,90,6,29.79
PANI,61.578,-159.539,11,10,120,10,29.56
PAKN,58.683,-156.656,12.8,10,110,7,29.55
PAHN,59.243,-135.511,14.4,11.1,110,7,30.17
KWLD,37.1649,-97.035,37.2,21.1,180,15,29.99
KVTA,40.0263,-82.4635,30.6,17.2,0,0,30.11
KVSF,43.3421,-72.5213,31.1,16.1,270,9,30.14
KUIN,39.9371,-91.1966,28.9,21.1,170,6,30.09
KTAD,37.2618,-104.332,34.4,1.7,0,0,30.18
KSYR,43.1111,-76.1038,29.4,17.8,VRB,3,30.15
KSUS,38.6575,-90.6557,29.4,22.8,260,5,30.08
KSLC,40.7707,-111.965,37.8,3.3,320,5,30.08
KSET,38.9304,-90.4329,30.6,23.3,VRB,3,30.08
KSBN,41.7072,-86.3163,29.4,20,130,4,30.12
KRST,43.904,-92.4921,27.2,17.8,160,10,30.10
KRSP,39.646,-77.468,20.6,18.9,130,5,30.23
KROC,43.1172,-77.6754,28.3,17.8,180,5,30.14
KROA,37.3172,-79.9737,28.9,18.9,VRB,5,30.17
KRKS,41.5947,-109.053,32.8,-4.4,310,9,30.30
KRIC,37.5115,-77.3234,25.6,23.3,0,0,30.15
KRFD,42.1915,-89.0876,28.3,17.8,110,6,30.13
KRDG,40.3734,-75.9593,26.1,21.1,360,3,30.17
KRBL,40.1519,-122.255,41.1,9.4,VRB,4,29.80
KPTW,40.238,-75.5549,26.7,20.6,,,30.19
KPSF,42.4268,-73.2891,27.2,19.4,210,7,30.18
KPLN,45.5644,-84.7929,27.8,17.2,210,5,30.12
KPIA,40.6675,-89.6842,28.3,20,130,6,30.10
KOLM,46.9737,-122.905,23.3,12.8,,,30.10
KN60,47.654,-101.436,29.4,22.8,120,6,29.88
KMVL,44.5328,-72.6152,26.7,20.6,220,5,30.15
KMTP,41.073,-71.9235,28.3,23.9,200,9,30.19
KMRY,36.5904,-121.849,17.8,11.7,250,10,29.91
KMOT,48.252,-101.269,31.7,20.6,110,7,29.86
KMKC,39.1279,-94.5892,31.1,20.6,160,12,30.02
KMGJ,41.509,-74.2645,28.9,18.3,210,6,30.13
KMFI,44.6379,-90.1875,27.8,18.9,190,8,30.11
KMEM,35.0564,-89.9864,33.9,18.9,VRB,3,30.11
KLYH,37.3213,-79.2065,26.7,21.1,50,9,30.17
KLWT,47.0544,-109.457,28.9,3.9,290,12,30.09
KLWM,42.7125,-71.1256,31.1,20,200,9,30.15
KLNK,40.8478,-96.7647,31.7,23.3,140,8,29.98
KLEX,38.0339,-84.6114,32.2,18.3,VRB,3,30.11
KLAF,40.4124,-86.9474,27.8,20,330,3,30.10
KJST,40.3149,-78.8307,28.3,13.3,VRB,4,30.19
KJAN,32.3198,-90.0778,34.4,18.9,140,4,30.08
KIZG,43.9899,-70.9501,31.7,19.4,,,30.11
KISW,44.3591,-89.837,28.3,18.3,210,7,30.12
KIPT,41.243,-76.9217,28.9,18.9,170,7,30.12
KINT,36.1335,-80.2244,25.6,21.1,20,4,30.15
KINL,48.5594,-93.3955,29.4,16.7,,,29.97
KIND,39.7252,-86.2816,29.4,18.9,VRB,4,30.11
KIMT,45.8134,-88.1129,29.4,13.9,VRB,6,30.08
KILN,39.4308,-83.777,30.6,19.4,0,0,30.12
KHWD,37.6589,-122.121,26.7,15.6,290,8,29.85
KHOU,29.6458,-95.2821,25,23,350,3,30.11
KGCN,35.9458,-112.155,34.4,-2.2,40,11,30.30
KGCK,37.9221,-100.723,36.1,12.8,190,8,29.99
KFZY,43.3504,-76.3831,26.7,19.4,0,0,30.15
KFWA,40.9725,-85.2064,28.3,20.6,VRB,3,30.12
KFIG,41.0465,-78.4112,30.6,17.2,0,0,30.17
KFFZ,33.4659,-111.721,40,11.1,230,7,29.88
KEUG,44.1331,-123.216,26.1,8.9,330,8,30.05
KEFD,29.606,-95.16,26,22,330,5,30.11
KECG,36.2571,-76.1716,31.7,23.9,170,13,30.12
KDYL,40.3302,-75.1228,26.1,22.2,VRB,3,30.17
KDSV,42.5699,-77.7142,28.3,17.8,150,4,30.15
KDSM,41.534,-93.6531,28.9,18.3,140,15,30.06
KDEC,39.8308,-88.8719,29.4,21.7,110,4,30.10
KDDH,42.8935,-73.2488,27.8,19.4,VRB,4,30.18
KCRW,38.3795,-81.5911,32.8,13.3,VRB,3,30.10
KCOU,38.8171,-92.2148,29.4,20.6,VRB,6,30.10
KCOS,38.8095,-104.689,35,6.7,120,8,30.19
KCEU,34.6722,-82.8814,31.7,18.9,0,0,30.08
KBWI,39.1733,-76.684,26.1,23.3,100,4,30.15
KBUF,42.94,-78.7361,28.3,18.3,250,5,30.14
KBTV,44.4683,-73.1499,27.2,19.4,330,4,30.13
KBOS,42.3606,-71.0097,26.1,22.8,220,12,30.16
KBJC,39.9008,-105.104,37,-2,340,8,30.16
KBFL,35.4342,-119.055,38.3,10,VRB,3,29.81
KAVP,41.3335,-75.7227,25.6,20.6,260,4,30.18
KAVL,35.4318,-82.5379,30.6,13.3,0,0,30.16
KAUW,44.9265,-89.6248,28.3,16.1,VRB,5,30.10
KAPN,45.0716,-83.5645,28.9,12.8,VRB,3,30.12
KAPC,38.2075,-122.28,26.7,15,200,9,29.84
KALO,42.5544,-92.4013,28.9,20,160,9,30.07
KAKR,41.0373,-81.4634,30,17.8,,,30.14
KAKQ,36.9827,-77.0014,25,22.8,0,0,30.13
KAKH,35.1968,-81.1555,29.4,22.2,60,8,30.10
KAAO,37.7496,-97.2191,33.9,19.4,160,11,29.98
K1V4,44.42,-72.019,27.2,20.6,,,30.12
K12N,41.0093,-74.7363,26.7,20,210,4,30.19
TJNR,18.253,-65.638,31.7,26.1,60,9,30.07
PHTO,19.7191,-155.049,26.7,22.2,80,6,30.09
PHNL,21.3151,-157.924,27.8,20.6,70,11,30.08
PHLI,21.9805,-159.339,26.1,22.8,60,12,30.13
PHKO,19.7378,-156.048,27.8,21.1,230,7,30.04
PHJR,21.312,-158.07,27.8,19.4,VRB,6,30.08
PAWD,60.129,-149.418,10.6,9.4,160,8,29.97
PAVL,67.731,-164.548,16.1,11.1,0,0,29.73
PATK,62.319,-150.097,15.6,8.3,310,3,29.91
PATA,65.173,-152.107,20,,90,10,29.79
PASO,59.443,-151.702,12.8,9.4,170,5,29.88
PASN,57.155,-170.223,5.6,2.8,320,14,29.60
PASI,57.047,-135.364,13.3,11.1,190,12,30.19
PASC,70.191,-148.48,6.1,1.7,60,5,29.82
PAPB,56.576,-169.663,6.1,3.3,300,13,29.62
PAOT,66.886,-162.607,14.4,11.7,110,14,29.72
PAOR,62.962,-141.938,19.4,6.7,0,0,29.91
PAOM,64.5111,-165.44,11.7,10,100,14,29.58
PANN,64.547,-149.087,19.4,10,100,7,29.79
PANC,61.1691,-150.028,16.1,7.2,120,8,29.90
PAMR,61.215,-149.85,15,7.8,360,6,29.91
PAMC,62.957,-155.61,16.1,10.6,240,3,29.69
PALH,61.179,-149.962,14.4,8.9,20,4,29.91
PAKV,64.321,-158.732,13.9,,50,7,29.72
PAKT,55.3592,-131.722,16.1,11.1,120,10,30.27
PAJN,58.354,-134.556,11.7,11.1,110,12,30.20
PAIL,59.7492,-154.909,11.1,8.3,110,12,29.72
PAHO,59.642,-151.491,13.3,8.9,110,7,29.89
PAGY,59.457,-135.322,12.8,12.2,0,0,30.15
PAGK,62.1592,-145.459,16.7,5,150,11,29.98
PAFA,64.8031,-147.876,20.6,10,120,5,29.81
PAEN,60.579,-151.242,15,7.8,170,6,29.89
PAEL,58.196,-136.347,11,10,VRB,4,30.15
PAEG,64.7761,-141.164,20,10,140,8,29.88
PADE,66.0695,-162.761,15.6,9.4,110,8,29.68
PABT,66.9176,-151.519,18.9,12.2,VRB,3,29.84
PABR,71.2837,-156.784,7,2,70,14,29.87
PABI,63.9931,-145.721,19.4,6.7,130,8,29.87
PABE,60.785,-161.829,10.6,10.6,90,10,29.46
PAAQ,61.5951,-149.092,17.8,7.2,140,15,29.90
MMSD,23.157,-109.72,32,20,180,10,29.86
KZZV,39.9461,-81.8932,32.2,16.7,VRB,3,30.12
KYKM,46.564,-120.535,31.1,8.3,0,0,29.98
KYIP,42.242,-83.5214,26.7,18.9,VRB,3,30.14
KXNA,36.2897,-94.3115,31.1,20,140,11,30.12
KWVI,36.9394,-121.79,18.9,13.3,220,8,29.92
KWST,41.3509,-71.8055,27.2,23.3,210,11,30.18
KWRL,43.9654,-107.95,31.7,7.8,230,4,30.05
KVUO,45.621,-122.654,22.8,11.7,280,8,30.08
KVRB,27.6553,-80.4142,32.2,22.2,150,10,30.07
KVLD,30.7763,-83.2739,35.6,21.1,0,0,30.05
KVIH,38.1318,-91.7647,28.3,19.4,200,8,30.14
KVGT,36.2121,-115.194,41.7,7.8,,,29.88
KVEL,40.4429,-109.513,35,1.1,VRB,3,30.18
KUNV,40.8534,-77.8401,28,15,270,3,30.16
KUNO,36.8791,-91.9052,28.9,21.1,170,7,30.16
KUAO,45.2466,-122.771,23.9,12.2,350,9,30.07
KTYS,35.818,-83.9857,33.9,14.4,320,4,30.09
KTYR,32.3587,-95.404,32.8,21.1,160,7,30.09
KTXK,33.4561,-93.9878,35,21.1,VRB,3,30.10
KTWF,42.4785,-114.477,33.3,6.1,10,7,30.11
KTVR,32.3481,-91.0299,35,15.6,340,4,30.09
KTVL,38.8984,-119.996,28.3,4.4,VRB,5,30.30
KTVC,44.739,-85.5694,29.4,13.3,270,6,30.09
KTUS,32.1315,-110.956,38.3,11.1,80,5,30.00
KTUP,34.2622,-88.7713,33.3,17.8,360,6,30.09
KTUL,36.1985,-95.8783,33.9,21.1,180,16,30.02
KTTD,45.551,-122.41,22.8,12.8,,,30.06
KTRL,32.7131,-96.2688,33.3,21.1,200,12,30.08
KTRI,36.4797,-82.3989,32.8,15.6,10,4,30.12
KTOR,42.0613,-104.158,32.8,7.8,VRB,5,30.05
KTOP,39.0724,-95.626,31.7,21.1,150,7,30.00
KTOI,31.8574,-86.0103,33.9,17.2,,,30.10
KTMB,25.6423,-80.4347,26.1,24.4,210,11,30.11
KTLH,30.3935,-84.3513,35.6,16.7,290,9,30.07
KTKI,33.1828,-96.5899,33.9,19.4,100,10,30.07
KTIW,47.2674,-122.576,22.2,12.2,240,4,30.10
KTHV,39.9194,-76.8768,25.6,18.9,120,6,30.17
KTDZ,41.5633,-83.4767,29.4,19.4,140,5,30.12
KTCS,33.2369,-107.268,32.2,6.1,130,11,30.23
KTCL,33.2122,-87.6155,34.4,16.7,0,0,30.08
KTCC,35.1805,-103.601,34.4,6.7,210,16,30.11
KSWO,36.1624,-97.0832,36.7,20.6,190,17,30.01
KSTS,38.5037,-122.811,30,15,VRB,4,29.83
KSTP,44.9324,-93.0559,29.4,16.7,190,9,30.06
KSTJ,39.7683,-94.9095,31.7,21.7,170,12,30.02
KSTC,45.5442,-94.0517,29.4,17.8,190,10,30.04
KSSF,29.339,-98.472,27.8,22.8,140,12,30.06
KSRQ,27.4015,-82.5596,32.8,23.3,250,12,30.08
KSPW,43.1682,-95.2101,29.4,19.4,160,11,30.03
KSPB,45.7691,-122.864,,,30,5,30.06
KSNY,41.0993,-102.986,33.9,10,160,13,30.05
KSNS,36.6635,-121.609,18.9,12.8,310,11,29.90
KSNA,33.6798,-117.867,23.9,17.2,200,5,29.88
KSMQ,40.6241,-74.669,28.9,22.2,0,0,30.15
KSMF,38.7007,-121.595,37.8,13.3,VRB,4,29.78
KSLN,38.78,-97.6446,36.7,20.6,150,15,29.94
KSJC,37.3594,-121.924,30.6,16.7,340,7,29.84
KSIY,41.7737,-122.468,34.4,10,VRB,4,30.00
KSHR,44.7603,-106.974,36.7,8.9,VRB,4,30.02
KSHN,47.2384,-123.142,21.1,12.8,230,6,30.08
KSFF,47.6857,-117.321,29.4,10.6,230,6,30.02
KSFB,28.7795,-81.2436,34.4,20,260,8,30.05
KSEG,40.8193,-76.8658,26.1,19.4,150,6,30.15
KSEA,47.4447,-122.314,21.1,11.7,270,7,30.10
KSDM,32.5758,-116.994,25.6,17.2,VRB,5,29.89
KSDL,33.6124,-111.923,40,11.1,130,5,29.90
KSBM,43.7748,-87.849,28.9,15,160,9,30.12
KSAF,35.611,-106.096,29.4,7.8,240,7,30.31
KSAC,38.5066,-121.496,35.6,15,VRB,3,29.79
KRXE,43.8321,-111.808,30.6,12.2,250,5,30.14
KRWL,41.8065,-107.195,32.8,-6.1,280,8,30.27
KRWF,44.5483,-95.0804,28.3,18.3,150,14,30.01
KRVS,36.0424,-95.9902,34.4,18.9,180,14,30.02
KRUE,35.2573,-93.095,31.7,20,220,3,30.10
KRTN,36.7418,-104.508,32.8,5,160,7,30.25
KRSL,38.8725,-98.8093,37.8,16.7,140,14,29.94
KRQE,35.6571,-109.06,31.7,4.4,190,5,30.32
KRNT,47.4951,-122.214,23.9,12.8,340,7,30.08
KRNM,33.038,-116.916,30.6,17.8,280,6,29.91
KRMG,34.3483,-85.1616,33.9,15,0,0,30.08
KRME,43.2242,-75.3956,26.7,18.3,200,5,30.16
KRKP,28.0837,-97.0467,30,23.3,120,6,30.05
KRIW,43.0622,-108.447,33.9,0.6,330,10,30.15
KRIL,39.5279,-107.72,34.4,0.6,210,3,30.21
KRHI,45.6315,-89.4822,29.4,15,210,9,30.12
KRDD,40.5146,-122.298,41.1,10,20,3,29.80
KRBG,43.2337,-123.358,26.7,11.7,,,30.01
KRBD,32.6782,-96.8677,34.4,20.6,190,8,30.06
KRAL,33.9528,-117.435,29.4,18.3,VRB,4,29.87
KRAC,42.7586,-87.8178,26.7,17.2,100,6,30.15
KPWA,35.5411,-97.6472,35,21.1,190,18,30.04
KPUW,46.7438,-117.116,28.3,10,0,0,30.07
KPUC,39.6089,-110.755,34.4,-2.8,VRB,5,30.23
KPUB,38.2887,-104.506,37.8,2.2,220,6,30.06
KPTK,42.6632,-83.41,26.7,17.8,190,7,30.14
KPSP,33.8222,-116.504,42.2,14.4,120,8,29.81
KPSC,46.2695,-119.118,32.2,10.6,250,4,29.96
KPRC,34.6491,-112.422,33.3,8.3,0,0,30.19
KPRB,35.6693,-120.629,33.3,10.6,0,0,29.89
KPQL,30.4631,-88.5316,30,23.9,280,4,30.10
KPOU,41.6257,-73.8816,30,19.4,VRB,3,30.13
KPNS,30.478,-87.1869,32.2,22.2,190,8,30.08
KPNC,36.7369,-97.1024,35.6,21.1,190,12,29.98
KPMP,26.2464,-80.111,31.1,22.8,120,10,30.12
KPMD,34.6295,-118.083,40,5,200,7,29.93
KPKD,46.8971,-95.0695,27.8,17.2,180,9,30.01
KPKB,39.3395,-81.4438,31.7,14.4,310,4,30.11
KPIR,44.3819,-100.286,33.9,18.9,140,10,29.86
KPIH,42.9197,-112.572,33.9,8.3,260,11,30.13
KPHD,40.4703,-81.4218,31.1,17.8,340,3,30.13
KPGA,36.9211,-111.449,37.8,0,10,7,30.09
